Model,Price,Processor Brand,Processor Model,Processor Frequency,Processor Core,Processor Thread,CPU Cache,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Removable,Bus Speed,Total RAM Slot,Storage Type,Storage Capacity,Extra M.2 Slot,Supported SSD Type,Storage Upgrade,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,HDMI Port,USB 2 Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,WiFi,Bluetooth,Fingerprint Sensor,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Chipset Model,Graphics Type,Audio Features,LAN,Camera Privacy Shutter,Security Chip,Body Material,Other Features,Max RAM Capacity,Refresh Rate,HDD RPM,Generation,Security Locker Slot,Keyboard Features,NPU,Response TIme,Backup Time (Approx),Other Pre-installed Softwares
"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 5 7535HS RTX 2050 4GB Graphics 15.6"" FHD Laptop",Out Of Stock,AMD,Ryzen 5 7535HS,3.3GHz up to 4.55GHz,6,12,"L2 Cache: 3MB
L3 Cache: 16MB",15.6 Inch,IPS ,FHD (1920x1080),,"IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync",8GB ,DDR5,,4800MHz ,2,M.2 PCIe NVMe PCIe 3.0 x4 SSD,512GB SSD ,Yes,NVMe PCIe 3.0 x4,,NVIDIA GeForce RTX 2050,4GB,"White Backlit, English (EU)",,HD 720p with Privacy Shutter,"Stereo speakers, 2W x2",Dual array microphone,N/A,N/A,1x HDMI 2.0,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",Bluetooth 5.1,N/A,Windows 11 Home,Integrated,60Wh,170W Slim Tip (3-pin),Onyx Grey (82SB00PNIN),359.6 x 266.4 x 21.8 mm (14.16 x 10.49 x 0.86 inches),Around 2.32 kg (5.1 lbs),02 Year Warranty( Battery & Adapter 1 Year),,GDDR6,Nahimic Audio,100/1000M (RJ-45),Yes,Firmware TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",,,,,,,,,,,
"Lenovo IdeaPad Slim 5i Pro Core i5 11th Gen 14"" 2.2K Laptop",Out Of Stock,Intel , Core i5-1135G7,2.40 GHz up to 4.20 GHz,4,8,8MB,14 Inch,IPS ,2.2K (2240×1400),No,300nits Anti-glare 100% sRGB,1 x 16GB Non-Removable,DDR4 ,No,3200MHz ,1,M.2 2242 PCIe 3.0×4 NVMe SSD,512GB,N/A,,Installed SSD can be upgradeable,Intel Iris Xe Graphics,Shared,Backlit Keyboard,Yes,IR & 720p + ToF Sensor,"Stereo speakers, 2W x2","2x, Array Microphone",N/A,Yes,1x HDMI 1.4b,,"1x USB 3.2 Gen 1 (Always On)
1x USB 3.2 Gen 1","1x USB-C 3.2 Gen 1 (support data transfer and Power Delivery 3.0)
1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0, and DisplayPort 1.4)","1x Headphone/microphone combo jack (3.5mm)
","Wi-Fi 6 11ax, 2x2 ",Bluetooth 5.1,No,Win-11 Home,Integrated (Fast Charging Enable.),56.5Wh ,65W USB-C (3-pin),Storm Grey,312.2 x 221 x 15.99 mm (12.29 x 8.7 x 0.63 inches),Around 1.38 kg (3.04 lbs),2 years Limited Warranty (Terms & Conditions Apply As Per Lenovo).,,Integrated,"High Definition (HD) Audio, Realtek ALC3287 codec
 & Dolby Atmos ",N/A,Yes,Firmware TPM 2.0,"Aluminum (Top), Aluminium (Bottom)",,16GB,60Hz,,11th Gen,,,,,,MS Office (H & S 2021 LICENSED 1 Year)
"Lenovo IdeaPad Slim 5 14ABR8 Ryzen 5 7530U 14"" WUXGA Laptop",Out Of Stock,AMD,Ryzen 5 7530U,2.0 GHz up to 4.5 GHz,6,12,"L1 Cache: 384KB
L2 Cache: 3MB
L3 Cache: 16MB",14-Inch,IPS,WUXGA (1920x1200),N/A,"300nits Anti-glare
45% NTSC
TÜV Low Blue Light",16GB,DDR4,Non-Removable,3200MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,N/A,,Up to 1TB M.2 2242 SSD,AMD Radeon Graphics,Shared,Backlit Keyboard,Yes,FHD 1080p + IR with ToF Sensor,"2W x2, Stereo speakers","2x, Array Microphone",N/A,1x microSD Card Reader,1x HDMI 1.4b,,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)","2x USB Type-C 3.2 Gen 1 (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,N/A,Windows 11 Home,Integrated,56.6Wh,65W USB-C (3-pin),Cloud Grey,312 x 221 x 16.9 mm (12.28 x 8.7 x 0.67 inches),1.46 kg (3.22 lbs),02 Years International Limited Warranty (Battery 1 year),AMD SoC Platform,Integrated,Dolby Audio,N/A,Yes,Firmware TPM 2.0,"Aluminium (Top), Aluminium (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,,,7000 Series,,,,,,
"Lenovo Yoga 7 2-in-1 14AHP9 Ryzen 7 8840HS AI Integrated 14"" Touch Laptop",Out Of Stock,AMD,Ryzen 7 8845HS,3.8 GHz up to 5.1 GHz,8,16,"L2 Cache: 8MB
L3 Cache: 16MB",14-Inch,LED,WUXGA (1920x1200),"OGM, 10-point Multi-touch","IPS 300nits Glossy / Anti-fingerprint, 45% NTSC, Dolby Vision, TÜV Low Blue Light, Glass, Touch",16GB (On-Board),LPDDR5x,Non-Removable,6400MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2242 PCIe 4.0 x4 slot,,Integrated AMD Radeon 780M Graphics,Shared,"Backlit, English (EU)","Buttonless glass-like Mylar surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)",FHD 1080p + IR,"2x 2W, Stereo speakers","2x, Array Microphone",N/A,1x microSD card reader,"1x HDMI 2.1, up to 4K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.1 and DisplayPort 1.4a
1x USB-C (USB4 40Gbps), with USB PD 3.1 and DisplayPort 1.4a",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.3,No,Windows 11 Home,Integrated,71Wh,65W USB-C (3-pin),Arctic Grey,"317.72 x 222.13 x 16.64 mm (12.51 x 8.75 x 0.66 inches)
",Starting at 1.61 kg (3.55 lbs),2 Years International Limited Warranty (Battery 1 year),AMD SoC Platform,Integrated,"High Definition (HD) Audio
Realtek ALC3306 codec
Optimized with Dolby Atmos
Smart Amplifier (AMP)",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminum Stamping (Anodized with Sandblasting)
Case Material: Aluminum (Top), Aluminum (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,60Hz,,,,,AMD Ryzen AI integrated in AMD Ryzen 8000 processor,,,
"Lenovo IdeaPad Flex 5 14IAU7 Core i5 12th Gen 14"" WUXGA Touch Laptop",105000,Intel,Core i5-1235U,"P-core 1.3 / 4.4GHz, E-core 0.9 / 3.3GHz",10 (2 Performance Core + 8 Efficient Core),12,12MB,14-Inch,IPS,WUXGA (1920x1200),Yes,"300nits Glossy
45% NTSC
TÜV Low Blue Light
Glass",16GB (On-Board),LPDDR4x,Non-Removable,4266MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,512GB,N/A,,Up to 1TB M.2 2242 SSD or 512GB M.2 2280 SSD,Intel Iris Xe Graphics,Shared,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Front-facing stereo speakers","2x, Array Microphone",N/A,1x 4-in-1 Card Reader,1x HDMI 1.4b,,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)","1x Thunderbolt 4 / USB4 40Gbps (supports data transfer, Power Delivery 3.0 and DisplayPort™ 1.4a)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",Bluetooth 5.1,"Touch Style, on Palm Rest",Windows 11 Home,Integrated,52.5Wh,65W Round Tip (3-pin),Storm Grey,313.1 x 224.9 x 17.4 mm (12.32 x 8.85 x 0.69 inches),1.5 kg (3.31 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"High-Definition (HD) Audio Chip
Realtek ALC3287 codec
Dolby Audio",N/A,Yes,Firmware TPM 2.0,"Aluminium (Top), PC-ABS + 40% GF (Bottom)",,16GB,,,12th Generation,,,,,,
"Lenovo ThinkPad E14 Gen 5 Core i7 13th Gen 14"" WUXGA Laptop",Out Of Stock,Intel,Core i7-1355U,Up to 5.00 GHz with Intel Turbo Boost Technology,10,12,12MB L3 cache,14 Inch,,WUXGA ( 1920 x 1200),No,,8GB,DDR4,,3200MHz,,,512GB SSD,,,,Intel XE IRIS Graphics,Shared,"6-row, spill-resistant, multimedia Fn keys with Unified Communications controls",Yes,720p Webcam,"Speakers : Stereo speakers, 2W x2, Dolby Atmos ","Dual-microphone array, Dolby Voice",N/A,,1x HDMI 2.1,,1x USB 3.2 Gen 1 (Always On),"1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort™ 1.4)
1x Thunderbolt 4 / USB4® 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)

",1x Headphone / microphone combo jack (3.5mm),Wi-Fi 6 AX201 2x2 AX,Bluetooth 5.1,Yes,FreeDOS,Integrated,47Wh ,65W USB-C (3-pin) AC adapter,Graphite Black,313 x 219.3 x 17.99 mm (12.32 x 8.63 x 0.71 inches),1.41kg ,2 years International Limited Warranty (Battery 1 year).,Intel integrated SoC,Integrated ,Dolby Audio,1x Ethernet (RJ-45),Yes,FW TPM 2.0,"Aluminum (Top), PC/ABS Plastic (Bottom)",,,,,13th Generation,Kensington,,,,,
"Lenovo LOQ 15AHP9 Ryzen 5 8645HS AI Integrated RTX 3050 6GB Graphics 15.6"" Gaming Laptop",Out Of Stock,AMD,"Ryzen 5 8645HS
",4.3 GHz up to 5.0 GHz,6,12,"L2 Cache: 6MB
L3 Cache: 16MB","15.6""",IPS,FHD (1920x1080),N/A,"300nits Anti-glare, 100% sRGB, G-SYNC",16GB,DDR5,,5600Mhz,,M.2 2242 PCIe 4.0x4 NVMe,512GB,Yes,,M.2 2242 SSD up to 1TB,NVIDIA GeForce RTX 3050,6GB,"White Backlit, English (EU)",Yes,HD 720p,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio","2x, Array",N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,3x USB-A (USB 5Gbps / USB 3.2 Gen 1),"1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",BT5.2,N/A,"Windows 11 Home Single Language, English",,60Wh,170W Slim Tip (3-pin),Luna Grey,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches),Starting at 2.38 kg (5.25 lbs),"2 years Warranty (Battery & AdaPC-ABS (Top), PC-ABS (Bottom)pter 1 Year)",AMD SoC Platform,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec",100/1000M (RJ-45),E-shutter,,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,144Hz,,,,,AMD Ryzen AI integrated in AMD Ryzen 8000 processor,,,
"Lenovo LOQ 15AHP9 Ryzen 7 8845HS AI Integrated RTX 4050 6GB Graphics 15.6"" Gaming Laptop",Out Of Stock,AMD,"Ryzen 7 8845HS
",3.8 GHz up to 5.1 GHz,8,16,"L2 Cache: 6MB
L3 Cache: 16MB","15.6""",IPS,FHD (1920x1080),N/A,"300nits Anti-glare, 100% sRGB, G-SYNC",16GB,DDR5,,5600Mhz,,M.2 2242 PCIe 4.0x4 NVMe,512GB,Yes,,M.2 2242 SSD up to 1TB,"NVIDIA GeForce RTX 4050
","6GB
Boost Clock 2370MHz, TGP 105W","4-Zone RGB Backlit, English (EU)",Yes,HD 720p,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio","2x, Array",N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,3x USB-A (USB 5Gbps / USB 3.2 Gen 1),"1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",BT5.2,N/A,"Windows 11 Home Single Language, English",,60Wh,170W Slim Tip (3-pin),Luna Grey,359.86 x 258.7 x 21.9-23.9 mm (14.17 x 10.19 x 0.86-0.94 inches),Starting at 2.38 kg (5.25 lbs),2-Year Warranty ( Battery & Adapter 1 Year).,AMD SoC Platform,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec",100/1000M (RJ-45),E-shutter,,"PC-ABS (Top), PC-ABS (Bottom)",MIL-STD-810H military test passed (21 test items),16GB,144Hz,,,,,AMD Ryzen AI integrated in AMD Ryzen 8000 processor,,,
"Lenovo IdeaPad Gaming 3 15ARH7 Ryzen 7 7735HS RTX 4050 6GB Graphics 15.6"" FHD Laptop",Out Of Stock,AMD,Ryzen 7 7735HS,3.2GHz Up to 4.75GHz,8,16,"L1 Cache: 512KB
L2 Cache: 3MB
L3 Cache: 16MB",15.6 Inch,IPS ,FHD (1920x1080),,"IPS 250nits Anti-glare, 45% NTSC, 120Hz, FreeSync",16GB ,DDR5,,4800MHz ,2,M.2 PCIe NVMe PCIe 3.0 x4 SSD,512GB SSD ,Yes,NVMe PCIe 3.0 x4,,NVIDIA GeForce RTX 4050,6GB,"White Backlit, English (EU)",,HD 720p with Privacy Shutter,"Stereo speakers, 2W x2",Dual array microphone,N/A,N/A,1x HDMI 2.0,,2x USB 3.2 Gen 1," 1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",Bluetooth 5.1,N/A,Windows 11 Home,Integrated,60Wh,170W Slim Tip (3-pin),Onyx Grey,359.6 x 266.4 x 21.8 mm (14.16 x 10.49 x 0.86 inches),Around 2.32 kg (5.1 lbs),02 Year Warranty( Battery & Adapter 1 Year),,GDDR6,Nahimic Audio,100/1000M (RJ-45),Yes,Firmware TPM 2.0,"PC-ABS (Top), PC-ABS (Bottom)",,,,,,,,,,,
"Lenovo LOQ 15APH8 Ryzen 7 7840HS RTX 4050 6GB Graphics 15.6"" FHD 144Hz Gaming Laptop",Out Of Stock,AMD,Ryzen 7 7840HS,3.8 GHz up to 5.1 GHz,8,16,"L2 Cache: 8MB
L3 Cache: 16MB","15.6""",IPS,FHD (1920x1080),N/A,"350nits Anti-glare, 45% NTSC, 144Hz, G-SYNC, FreeSync",16GB(8x2),DDR5,,5600Mhz,,M.2 2242 PCIe 4.0x4 NVMe,512GB,Yes,,Up to 1TB,NVIDIA GeForce RTX 4050,6GB,"White Backlit, English (EU)",Yes,FHD 1080p,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio","2x, Array",N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",1x USB 2.0,2x USB 3.2 Gen 2,"1x USB-C® 3.2 Gen 2 (support data transfer, Power Delivery 140W and DisplayPort™ 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6, 11ax 2x2",BT5.2,N/A,Windows 11 Home,,60Wh,170W Slim Tip (3-pin),Storm Grey,359.6 x 264.8 x 22.1-25.2 mm (14.16 x 10.43 x 0.87-0.99 inches),Starting at 2.4 kg (5.29 lbs),"2 years Warranty (Battery & AdaPC-ABS (Top), PC-ABS (Bottom)pter 1 Year)",AMD SoC Platform,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec",100/1000M (RJ-45),E-shutter,,"PC-ABS (Top), PC-ABS (Bottom)","AI Chip: LA1
MIL-STD-810H military test passed (21 test items)",Up to 32GB,144Hz,,,,,,,,
